episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
1701, -2549.002273529768, 2, 6.928093805000003, 81, 677508,                                             677508, 0.0, 5001.36328125
1702, -3443.8711597919464, 3, 12.936521732999992, 153, 677661,                                             677661, 0.0, 5500.18798828125
1703, -3292.301997423172, 2, 14.949932382, 182, 677843,                                             677843, 0.0, 5319.4306640625
1704, 2268.439641714096, 1, 5.512369003000003, 71, 677914,                                             677914, 0.0, 6837.7294921875
1705, -2294.922553539276, 2, 3.1236594439999976, 38, 677952,                                             677952, 0.0, 7109.19384765625
1706, -2643.9294333457947, 3, 9.736187442999992, 132, 678084,                                             678084, 0.0, 6123.7275390625
1707, 1703.4428748488426, 1, 13.736981849999992, 188, 678272,                                             678272, 0.0, 5273.76904296875
1708, 1007.1008647978306, 1, 27.577882271000007, 382, 678654,                                             678654, 0.0, 5656.43798828125
1709, -3089.5223214924335, 4, 50.631856889999995, 705, 679359,                                             679359, 0.0, 5784.86962890625
1710, -5595.1812525987625, 2, 39.222553351000016, 556, 679915,                                             679915, 0.0, 5697.2470703125
1711, 2100.1248139441013, 1, 11.29217331999999, 158, 680073,                                             680073, 0.0, 4803.88720703125
1712, -4653.283902525902, 3, 25.985894675999987, 366, 680439,                                             680439, 0.0, 5143.97607421875
1713, 1737.8878582268953, 1, 11.341934740999989, 154, 680593,                                             680593, 0.0, 5388.83447265625
1714, -3703.3829458355904, 3, 12.729671419999988, 183, 680776,                                             680776, 0.0, 5247.76025390625
1715, -3064.346300780773, 2, 16.359436036999966, 222, 680998,                                             680998, 0.0, 5025.68115234375
1716, -4652.588116586208, 2, 24.169988155999988, 340, 681338,                                             681338, 0.0, 5062.59033203125
1717, 913.2883749008179, 1, 24.376108676, 358, 681696,                                             681696, 0.0, 5176.67138671875
1718, -256.6689342111349, 1, 30.781417703000045, 447, 682143,                                             682143, 0.0, 4863.36767578125
1719, -2253.273674249649, 3, 2.3419838620000064, 34, 682177,                                             682177, 0.0, 3550.77978515625
1720, -3026.8690035939217, 3, 11.70561070399998, 168, 682345,                                             682345, 0.0, 5931.1240234375
1721, 1176.5884537100792, 1, 22.93175361799996, 347, 682692,                                             682692, 0.0, 5179.6728515625
1722, -4925.803586006165, 2, 27.98021822300001, 415, 683107,                                             683107, 0.0, 4603.845703125
1723, 1443.0764710307121, 1, 20.952767202000018, 324, 683431,                                             683431, 0.0, 6094.0869140625
1724, -4948.065195083618, 4, 50.43579086700004, 769, 684200,                                             684200, 0.0, 5436.80078125
1725, 616.5946074724197, 1, 14.550969752000015, 219, 684419,                                             684419, 0.0, 17807.3515625
1726, -505.89551812410355, 1, 47.223400966999975, 728, 685147,                                             685147, 0.0, 5505.38818359375
1727, -4179.917572408915, 2, 21.171923673000038, 333, 685480,                                             685480, 0.0, 5599.63525390625
1728, -3525.2884795069695, 2, 17.944499640000004, 285, 685765,                                             685765, 0.0, 6178.85498046875
1729, 1081.9623856544495, 1, 13.748474353999995, 201, 685966,                                             685966, 0.0, 5327.0654296875
1730, -2591.795948266983, 2, 5.126369379000039, 81, 686047,                                             686047, 0.0, 6259.61328125
1731, -2852.9797144532204, 2, 12.751024958000016, 191, 686238,                                             686238, 0.0, 5723.36083984375
1732, -5791.276052236557, 4, 49.836497107000014, 776, 687014,                                             687014, 0.0, 5858.021484375
1733, 1686.7628323435783, 1, 15.739561969000079, 241, 687255,                                             687255, 0.0, 4800.5205078125
