episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
28, -5830.393533110619, 2, 32.570835908999925, 490, 31693,                                             31693, 0.0, 5149.68017578125
29, -3567.143070578575, 2, 20.97770304400001, 311, 32004,                                             32004, 0.0, 4505.96484375
30, -2530.2946257591248, 2, 7.510944189999918, 109, 32113,                                             32113, 0.0, 4929.794921875
31, -3445.132192134857, 2, 15.7518230390001, 229, 32342,                                             32342, 0.0, 4842.361328125
32, 1480.7214722037315, 1, 17.959444858000097, 271, 32613,                                             32613, 0.0, 4807.109375
33, -3156.54670214653, 2, 9.92473748500015, 147, 32760,                                             32760, 0.0, 5873.02392578125
34, -3116.6225316524506, 3, 12.349450119000267, 189, 32949,                                             32949, 0.0, 5469.142578125
35, -3296.1308623552322, 3, 19.348795831999723, 298, 33247,                                             33247, 0.0, 4588.89306640625
36, -2877.7054601311684, 2, 12.341550809999717, 186, 33433,                                             33433, 0.0, 6946.46240234375
37, -2652.636543273926, 2, 7.115088515000025, 107, 33540,                                             33540, 0.0, 5078.02294921875
38, -3596.733871817589, 3, 19.950317609000194, 314, 33854,                                             33854, 0.0, 5009.501953125
39, -3517.5286152362823, 2, 16.35101729600001, 261, 34115,                                             34115, 0.0, 4959.7509765625
40, -2951.885884284973, 3, 11.143813665999915, 173, 34288,                                             34288, 0.0, 5188.2939453125
41, -3108.4066660404205, 2, 12.121716133000064, 188, 34476,                                             34476, 0.0, 5162.15380859375
42, -3627.21539324522, 2, 18.942756947999897, 299, 34775,                                             34775, 0.0, 4882.87060546875
43, -3018.627202272415, 2, 11.944401526000092, 192, 34967,                                             34967, 0.0, 4501.15087890625
44, -4140.52771115303, 2, 19.34681682099972, 300, 35267,                                             35267, 0.0, 5751.74267578125
45, -3393.867748975754, 2, 20.76286337500005, 326, 35593,                                             35593, 0.0, 5134.671875
46, -4265.167645931244, 3, 27.580139402999976, 441, 36034,                                             36034, 0.0, 5427.39892578125
47, -3233.219548225403, 2, 17.758339751999756, 281, 36315,                                             36315, 0.0, 4524.37060546875
48, -2993.5363436341286, 3, 13.334989719000077, 214, 36529,                                             36529, 0.0, 4693.58837890625
49, -4459.002218008041, 2, 14.351242137999634, 236, 36765,                                             36765, 0.0, 5585.6142578125
50, -3911.7159230709076, 2, 17.96146585400038, 309, 37074,                                             37074, 0.0, 5550.77490234375
51, -4735.26036542654, 4, 49.751942418, 870, 37944,                                             37944, 0.0, 6098.8583984375
52, -3626.9276883602142, 2, 10.936161691000052, 190, 38134,                                             38134, 0.0, 5999.25732421875
53, -4206.881646871567, 3, 25.762428022000222, 434, 38568,                                             38568, 0.0, 5939.65771484375
54, -4591.312376499176, 2, 25.384383430999605, 426, 38994,                                             38994, 0.0, 5778.62451171875
55, -3347.194336414337, 2, 9.724925159000122, 158, 39152,                                             39152, 0.0, 7273.30859375
56, -3284.8244198560715, 3, 17.557696765999935, 286, 39438,                                             39438, 0.0, 5213.9814453125
57, -2890.4772572517395, 2, 6.9297997179996855, 116, 39554,                                             39554, 0.0, 5135.8916015625
58, -3696.3532226085663, 3, 20.551443796000058, 336, 39890,                                             39890, 0.0, 4452.69970703125
59, -2805.205040693283, 2, 7.328501785000299, 122, 40012,                                             40012, 0.0, 5075.14599609375
60, -3031.7258474826813, 2, 9.735026951000236, 162, 40174,                                             40174, 0.0, 4131.232421875
61, 265.5459169149399, 1, 28.15738727300004, 460, 40634,                                             40634, 0.0, 4925.3701171875
62, -5064.600900530815, 3, 38.802652261000276, 660, 41294,                                             41294, 0.0, 4991.03369140625
63, -4361.312932372093, 2, 23.95261355699995, 405, 41699,                                             41699, 0.0, 4676.01708984375
64, -3511.6771218776703, 2, 16.570354585000132, 288, 41987,                                             41987, 0.0, 4687.0498046875
65, -3323.5983984470367, 2, 11.911495367000043, 204, 42191,                                             42191, 0.0, 4781.5556640625
66, -544.6854466199875, 1, 27.38041245600016, 501, 42692,                                             42692, 0.0, 5324.34130859375
67, -3378.1233031749725, 2, 13.933205514999827, 237, 42929,                                             42929, 0.0, 5308.37451171875
68, -3207.3180618286133, 2, 8.33798823799998, 150, 43079,                                             43079, 0.0, 5719.99072265625
69, -4056.9913663864136, 2, 18.94301836700015, 338, 43417,                                             43417, 0.0, 5059.28076171875
70, -6395.038859367371, 2, 34.40047806499979, 602, 44019,                                             44019, 0.0, 5231.12646484375
71, -4390.30771791935, 3, 22.919902096999976, 398, 44417,                                             44417, 0.0, 5242.35546875
72, -3565.923901319504, 2, 15.952623412000321, 278, 44695,                                             44695, 0.0, 5021.65966796875
73, -5717.435605049133, 4, 50.640615082000295, 897, 45592,                                             45592, 0.0, 5169.953125
74, -3220.7490500211716, 2, 11.541204422000192, 197, 45789,                                             45789, 0.0, 5114.86328125
75, -4675.933130860329, 4, 49.825069239000186, 879, 46668,                                             46668, 0.0, 4699.8544921875
76, -4048.391957759857, 3, 23.754521202999967, 426, 47094,                                             47094, 0.0, 4484.09912109375
77, -4260.84305614233, 2, 33.174929212999814, 579, 47673,                                             47673, 0.0, 4286.69677734375
78, -3611.28154027462, 4, 50.01059859799989, 863, 48536,                                             48536, 0.0, 4386.27978515625
79, -3329.7616658210754, 3, 14.749888481999733, 252, 48788,                                             48788, 0.0, 4118.90380859375
80, -3411.367260456085, 3, 13.329806312000073, 225, 49013,                                             49013, 0.0, 3969.469970703125
81, -3481.9627883434296, 3, 12.306786275999912, 213, 49226,                                             49226, 0.0, 3525.767822265625
82, -2657.643589556217, 2, 10.723656513000606, 180, 49406,                                             49406, 0.0, 4747.021484375
83, -4524.2246416807175, 2, 26.97858709600041, 460, 49866,                                             49866, 0.0, 4325.67626953125
84, -4864.160865187645, 3, 33.18436807499984, 583, 50449,                                             50449, 0.0, 4588.353515625
85, -3856.1663851737976, 4, 49.8314571460005, 874, 51323,                                             51323, 0.0, 4937.26611328125
86, -3122.499852538109, 2, 13.132527640999797, 224, 51547,                                             51547, 0.0, 5034.7333984375
87, -5056.6590213775635, 2, 29.3837256730003, 534, 52081,                                             52081, 0.0, 4475.6044921875
88, -3437.2424569129944, 2, 13.74832581100054, 234, 52315,                                             52315, 0.0, 4996.404296875
89, -4138.326645493507, 3, 26.766611488999843, 464, 52779,                                             52779, 0.0, 4465.13916015625
90, -4152.883105397224, 3, 25.76414161000048, 431, 53210,                                             53210, 0.0, 4914.33642578125
91, -3811.279468178749, 3, 16.32979613000043, 277, 53487,                                             53487, 0.0, 4684.4990234375
92, -4028.194676756859, 2, 24.15732661599941, 403, 53890,                                             53890, 0.0, 4480.39892578125
93, -2751.56935274601, 2, 8.927310825999484, 144, 54034,                                             54034, 0.0, 5114.99755859375
94, -3431.595566391945, 3, 18.156821229999878, 315, 54349,                                             54349, 0.0, 4916.7490234375
95, -6398.307839393616, 2, 49.62669151800037, 851, 55200,                                             55200, 0.0, 5185.94677734375
96, -4586.01327085495, 2, 19.96292808599992, 333, 55533,                                             55533, 0.0, 5062.6396484375
97, -3894.67121219635, 2, 18.96120444999997, 319, 55852,                                             55852, 0.0, 5224.89404296875
98, -2821.4870764017105, 2, 8.51721142400038, 143, 55995,                                             55995, 0.0, 5798.96484375
99, -3258.736115217209, 3, 12.546591822000664, 204, 56199,                                             56199, 0.0, 5853.25537109375
100, -4192.386650323868, 2, 17.94097448499997, 305, 56504,                                             56504, 0.0, 5782.8291015625
101, -3523.655776619911, 2, 17.39966359399932, 302, 56806,                                             56806, 0.0, 5548.6806640625
102, -2814.817569196224, 2, 11.93114340899956, 204, 57010,                                             57010, 0.0, 4999.5400390625
103, -5149.908909678459, 2, 36.59740983900065, 630, 57640,                                             57640, 0.0, 4843.68017578125
104, -4307.206984996796, 2, 16.338360990000183, 279, 57919,                                             57919, 0.0, 4721.94921875
105, -4201.960465669632, 4, 50.01550501099973, 845, 58764,                                             58764, 0.0, 4753.64111328125
106, 2131.999807983637, 1, 8.322088885000085, 136, 58900,                                             58900, 0.0, 5468.53515625
107, -2322.6897780895233, 2, 2.126608171999578, 32, 58932,                                             58932, 0.0, 4984.76513671875
108, -3571.1126264333725, 3, 16.936978407000424, 291, 59223,                                             59223, 0.0, 4277.37744140625
109, -3918.600334405899, 3, 24.35553819500001, 413, 59636,                                             59636, 0.0, 4726.51904296875
110, -4475.805549919605, 3, 28.97569728599956, 503, 60139,                                             60139, 0.0, 4027.862060546875
111, -4618.03771853447, 4, 49.81967156399969, 863, 61002,                                             61002, 0.0, 4790.2060546875
112, -3297.5050213336945, 3, 11.923756879999928, 200, 61202,                                             61202, 0.0, 3728.61474609375
113, -4011.6163898706436, 4, 49.838246170000275, 859, 62061,                                             62061, 0.0, 4887.62744140625
114, -3649.7875757217407, 3, 15.959919623000133, 271, 62332,                                             62332, 0.0, 4719.3134765625
115, -3950.832470178604, 4, 50.01520623600027, 867, 63199,                                             63199, 0.0, 4635.90576171875
116, -4298.709740161896, 3, 20.969931622999866, 365, 63564,                                             63564, 0.0, 5043.04736328125
117, -6124.146922826767, 2, 31.77197273299953, 541, 64105,                                             64105, 0.0, 5327.66650390625
118, -7196.895402550697, 2, 39.19523280300018, 683, 64788,                                             64788, 0.0, 5504.3076171875
119, -4799.77613401413, 4, 49.81211040800008, 864, 65652,                                             65652, 0.0, 5318.94482421875
120, -4444.17564868927, 2, 19.753331470000376, 351, 66003,                                             66003, 0.0, 5040.36328125
121, -3300.848367214203, 3, 12.480249791999995, 212, 66215,                                             66215, 0.0, 4684.40283203125
122, -6041.301116228104, 2, 42.016670846000125, 746, 66961,                                             66961, 0.0, 5636.37109375
123, -4362.189547598362, 3, 27.766344476000086, 470, 67431,                                             67431, 0.0, 4856.75390625
124, -3987.8229105472565, 3, 17.95884956000009, 322, 67753,                                             67753, 0.0, 5137.18994140625
125, -4422.921308755875, 4, 49.81121106499995, 843, 68596,                                             68596, 0.0, 6074.61572265625
126, -4341.353563904762, 2, 26.362548123000124, 438, 69034,                                             69034, 0.0, 5781.22021484375
127, -2736.9641956686974, 2, 11.170923159999802, 192, 69226,                                             69226, 0.0, 5358.2255859375
128, -6597.747110188007, 2, 40.363943904000735, 681, 69907,                                             69907, 0.0, 6262.03662109375
129, -3441.0980845689774, 2, 12.744814257000144, 219, 70126,                                             70126, 0.0, 6053.11181640625
130, -3864.983413219452, 2, 15.732873718999144, 278, 70404,                                             70404, 0.0, 5279.1689453125
131, -4740.812609672546, 2, 23.50291799399929, 412, 70816,                                             70816, 0.0, 5658.955078125
132, -3093.713349342346, 3, 13.147167665999405, 230, 71046,                                             71046, 0.0, 5602.04345703125
133, -3852.617789030075, 3, 20.34653378799976, 347, 71393,                                             71393, 0.0, 5220.8310546875
134, -4300.299216389656, 4, 49.66388212699985, 846, 72239,                                             72239, 0.0, 5672.2041015625
135, -4218.025500297546, 3, 20.51750935199925, 355, 72594,                                             72594, 0.0, 5272.62353515625
136, 2096.481199711561, 1, 6.733999583999321, 115, 72709,                                             72709, 0.0, 8294.8232421875
137, -3546.27448618412, 3, 14.530024845000298, 244, 72953,                                             72953, 0.0, 8174.876953125
138, -4115.185665369034, 3, 25.95811882000089, 455, 73408,                                             73408, 0.0, 5429.15771484375
139, -3808.5492656826973, 4, 49.82637728999998, 877, 74285,                                             74285, 0.0, 5310.294921875
140, -3888.708705186844, 4, 49.63193646400032, 872, 75157,                                             75157, 0.0, 4803.50390625
141, -5262.111456036568, 2, 32.12746836499991, 553, 75710,                                             75710, 0.0, 5118.41748046875
142, -2932.716546058655, 2, 14.350174432999665, 249, 75959,                                             75959, 0.0, 4857.02734375
143, -4972.01362234354, 2, 22.951764226000705, 400, 76359,                                             76359, 0.0, 5243.640625
144, -3590.5500798225403, 3, 19.16012275200046, 343, 76702,                                             76702, 0.0, 5910.64013671875
145, -5446.243117451668, 2, 32.166134916000374, 575, 77277,                                             77277, 0.0, 4928.20849609375
146, -5889.743027448654, 2, 42.202600687000086, 745, 78022,                                             78022, 0.0, 4970.5478515625
147, -5013.058885574341, 2, 32.9944946960004, 569, 78591,                                             78591, 0.0, 5714.5166015625
148, -4083.778789997101, 3, 23.34681870500026, 395, 78986,                                             78986, 0.0, 6322.044921875
149, -6225.575995326042, 2, 44.63031332299943, 762, 79748,                                             79748, 0.0, 5151.1806640625
150, -3975.965859889984, 3, 24.152359849000277, 416, 80164,                                             80164, 0.0, 5266.14111328125
151, -4372.823987722397, 2, 23.911148620999484, 418, 80582,                                             80582, 0.0, 5204.50244140625
152, -4169.397507369518, 4, 49.82671513399964, 877, 81459,                                             81459, 0.0, 4666.06591796875
153, -2951.6141751408577, 2, 11.728119190999678, 205, 81664,                                             81664, 0.0, 5061.8740234375
154, -3188.395751416683, 2, 13.14991712400024, 231, 81895,                                             81895, 0.0, 5228.369140625
155, -4990.812484025955, 4, 49.81474456700016, 881, 82776,                                             82776, 0.0, 4932.76953125
156, -5406.812069535255, 2, 40.00482307099992, 697, 83473,                                             83473, 0.0, 4847.0673828125
157, -3733.415411233902, 2, 21.949758611000107, 388, 83861,                                             83861, 0.0, 4365.9130859375
158, -2978.28946352005, 3, 15.334252376000222, 258, 84119,                                             84119, 0.0, 4138.9228515625
159, -2569.9087252616882, 2, 7.334151433000443, 128, 84247,                                             84247, 0.0, 4289.86572265625
160, -3818.6697982549667, 3, 15.738980383000126, 273, 84520,                                             84520, 0.0, 4594.90869140625
161, -2885.388920068741, 3, 9.905707668000105, 169, 84689,                                             84689, 0.0, 5261.36181640625
162, -5467.242890834808, 2, 37.78434915100024, 652, 85341,                                             85341, 0.0, 4451.96875
163, -4039.5574610233307, 4, 50.43203906999952, 900, 86241,                                             86241, 0.0, 4571.3193359375
164, -4558.232757031918, 2, 33.17628627399972, 566, 86807,                                             86807, 0.0, 24297.525390625
165, -3984.657660484314, 3, 21.547635577999245, 369, 87176,                                             87176, 0.0, 4226.1396484375
166, -4223.853396177292, 4, 50.43229551599961, 882, 88058,                                             88058, 0.0, 5029.68017578125
167, -3557.684456348419, 2, 15.936952166999617, 276, 88334,                                             88334, 0.0, 7614.20751953125
168, -4816.177408993244, 4, 49.832371723000506, 887, 89221,                                             89221, 0.0, 9343.341796875
169, -5604.871533155441, 2, 36.19170489799944, 677, 89898,                                             89898, 0.0, 7134.0576171875
170, -5057.656144022942, 2, 27.17009317299926, 500, 90398,                                             90398, 0.0, 5695.76220703125
171, -3675.896422624588, 3, 18.679426994000096, 339, 90737,                                             90737, 0.0, 5379.94091796875
172, -7015.904623031616, 2, 42.410088186000394, 796, 91533,                                             91533, 0.0, 5358.47412109375
173, -3442.0053310990334, 3, 17.138508893000107, 311, 91844,                                             91844, 0.0, 5021.8193359375
174, -4308.303714096546, 3, 25.59192154199991, 472, 92316,                                             92316, 0.0, 5214.10107421875
175, -4967.582272768021, 4, 50.011824782000076, 923, 93239,                                             93239, 0.0, 4839.35498046875
176, -5107.829756498337, 3, 27.758666219999213, 538, 93777,                                             93777, 0.0, 5627.58984375
177, -3972.408113360405, 2, 20.565255004999926, 393, 94170,                                             94170, 0.0, 5054.943359375
178, -5420.756105959415, 4, 50.808658385000854, 951, 95121,                                             95121, 0.0, 4970.4736328125
179, -4754.870965480804, 2, 26.37050388500029, 502, 95623,                                             95623, 0.0, 5674.08642578125
180, -4756.763907015324, 4, 50.634700904000056, 949, 96572,                                             96572, 0.0, 5468.18017578125
181, -4020.1459352374077, 3, 22.90130739899996, 412, 96984,                                             96984, 0.0, 4717.99560546875
182, -4444.382409453392, 3, 27.96023291900019, 512, 97496,                                             97496, 0.0, 4999.9931640625
183, -4821.886564552784, 3, 29.9975921059995, 556, 98052,                                             98052, 0.0, 4376.5224609375
184, -3984.2141894102097, 4, 49.82296807200055, 913, 98965,                                             98965, 0.0, 5138.63037109375
185, -3676.7036697864532, 3, 16.353243666000708, 297, 99262,                                             99262, 0.0, 5055.623046875
186, -5073.656143903732, 4, 50.8205934560001, 911, 100173,                                             100173, 0.0, 5188.66015625
187, -4380.308819413185, 4, 50.00522939000075, 877, 101050,                                             101050, 0.0, 4744.744140625
188, -5054.395073056221, 2, 31.974714953999865, 552, 101602,                                             101602, 0.0, 4413.78759765625
189, -3294.8776516914368, 3, 17.94190413999968, 307, 101909,                                             101909, 0.0, 4558.11279296875
190, -4906.761937737465, 3, 25.57834898100009, 450, 102359,                                             102359, 0.0, 3664.398681640625
191, -3454.3250076770782, 2, 16.66746732699994, 284, 102643,                                             102643, 0.0, 4413.234375
192, -5926.731616914272, 2, 37.18854690599983, 639, 103282,                                             103282, 0.0, 4161.0654296875
193, -5339.111119508743, 3, 32.57687447199987, 550, 103832,                                             103832, 0.0, 4546.89697265625
194, -4124.190383553505, 3, 23.96953532599946, 401, 104233,                                             104233, 0.0, 4347.6396484375
195, -6731.902446508408, 2, 44.23452012500002, 737, 104970,                                             104970, 0.0, 4020.094970703125
196, -4025.208942592144, 4, 49.99134234699977, 836, 105806,                                             105806, 0.0, 4231.146484375
197, -4135.245133638382, 3, 20.35551058100009, 338, 106144,                                             106144, 0.0, 4855.65869140625
198, -4286.801812529564, 4, 49.81648876399959, 845, 106989,                                             106989, 0.0, 5393.4443359375
199, -4293.363881826401, 3, 26.176246385000013, 431, 107420,                                             107420, 0.0, 5512.27685546875
200, -3640.5789510011673, 3, 18.960647040999902, 325, 107745,                                             107745, 0.0, 5594.509765625
201, -4079.0060092806816, 2, 16.560401083000215, 279, 108024,                                             108024, 0.0, 5276.55419921875
202, -5860.171956658363, 2, 49.41554804600037, 836, 108860,                                             108860, 0.0, 5359.017578125
203, -4343.295180916786, 2, 25.379253481999513, 417, 109277,                                             109277, 0.0, 4853.38134765625
204, -3380.7317462563515, 4, 49.4268708970003, 825, 110102,                                             110102, 0.0, 4857.40576171875
205, -4185.957067728043, 3, 25.371630376999747, 454, 110556,                                             110556, 0.0, 4868.7958984375
206, -3299.0549988746643, 3, 16.335264098000152, 278, 110834,                                             110834, 0.0, 4749.49462890625
207, -3987.4746453762054, 4, 50.631144807000055, 859, 111693,                                             111693, 0.0, 4531.02392578125
208, -3692.5532190799713, 2, 16.134606483000425, 265, 111958,                                             111958, 0.0, 4512.2080078125
209, -3878.2277187108994, 4, 49.82824114399955, 848, 112806,                                             112806, 0.0, 4583.50634765625
210, -3573.503206193447, 2, 21.568787918000453, 361, 113167,                                             113167, 0.0, 4443.45703125
211, -3040.496224761009, 3, 13.678234892999171, 233, 113400,                                             113400, 0.0, 4745.275390625
212, -4015.69641661644, 2, 21.163896318000297, 354, 113754,                                             113754, 0.0, 4706.49072265625
213, -4389.741128325462, 4, 50.0303213039997, 843, 114597,                                             114597, 0.0, 5260.021484375
214, -3823.3371156454086, 3, 26.171290110998598, 441, 115038,                                             115038, 0.0, 4832.75244140625
215, -4338.890111863613, 4, 50.022780315001, 834, 115872,                                             115872, 0.0, 4871.16552734375
216, -4141.484788417816, 4, 49.83995496699936, 845, 116717,                                             116717, 0.0, 4643.39892578125
217, -4463.097662329674, 2, 25.75671650700133, 421, 117138,                                             117138, 0.0, 4632.65576171875
218, -3939.2846673727036, 2, 14.940522565999345, 248, 117386,                                             117386, 0.0, 4301.9599609375
219, -5445.149810671806, 2, 38.81239517999893, 643, 118029,                                             118029, 0.0, 4710.3125
220, -3755.3817666769028, 4, 50.6273740200013, 840, 118869,                                             118869, 0.0, 4555.1337890625
221, -3303.769670844078, 2, 13.479262745999222, 219, 119088,                                             119088, 0.0, 4815.8515625
222, -2977.092474102974, 2, 12.731172754, 203, 119291,                                             119291, 0.0, 4358.8837890625
223, -5058.360150694847, 4, 50.01749430500058, 821, 120112,                                             120112, 0.0, 4552.125
224, -3492.20659327507, 2, 14.931553792999694, 243, 120355,                                             120355, 0.0, 4417.3349609375
225, -3930.3137749433517, 4, 49.62617946199862, 798, 121153,                                             121153, 0.0, 4681.94580078125
226, -4256.773963928223, 2, 17.54120972199962, 283, 121436,                                             121436, 0.0, 4521.1630859375
227, -4130.978792667389, 4, 50.63175889299964, 810, 122246,                                             122246, 0.0, 3988.009033203125
228, -4407.587941348553, 2, 33.578149633000066, 540, 122786,                                             122786, 0.0, 4738.12646484375
229, -4540.3510211110115, 2, 36.412321907999285, 586, 123372,                                             123372, 0.0, 4501.7265625
230, -3536.4234780073166, 4, 49.81313888499972, 800, 124172,                                             124172, 0.0, 4785.138671875
231, -3706.813871741295, 3, 19.51508256499983, 309, 124481,                                             124481, 0.0, 4720.53271484375
232, -5340.847218513489, 4, 49.62797052899987, 787, 125268,                                             125268, 0.0, 4508.89892578125
233, -5775.418661952019, 2, 41.01302035799927, 659, 125927,                                             125927, 0.0, 5151.953125
234, -3615.8176978826523, 3, 20.76030447300036, 331, 126258,                                             126258, 0.0, 4392.25390625
235, -3585.9302644729614, 2, 21.35239815100067, 334, 126592,                                             126592, 0.0, 4753.0517578125
236, -4210.296893119812, 4, 49.42654717000005, 780, 127372,                                             127372, 0.0, 4827.775390625
237, 976.6383185088634, 1, 19.34950191600001, 308, 127680,                                             127680, 0.0, 4802.45166015625
238, -3329.1138818264008, 3, 16.148524113999883, 264, 127944,                                             127944, 0.0, 5772.67626953125
239, -2995.8797800540924, 3, 10.548464309000337, 166, 128110,                                             128110, 0.0, 5885.36572265625
240, -4824.189117252827, 4, 49.63604717800081, 805, 128915,                                             128915, 0.0, 13519.3486328125
241, -3006.6356958150864, 3, 12.872333661000084, 209, 129124,                                             129124, 0.0, 4180.990234375
242, -4078.1600655317307, 4, 49.83783765499902, 811, 129935,                                             129935, 0.0, 4661.10888671875
243, -4326.665538072586, 2, 30.973478252999485, 534, 130469,                                             130469, 0.0, 20558.96484375
244, -3426.603034645319, 3, 17.954000671001268, 293, 130762,                                             130762, 0.0, 4577.68701171875
245, -6309.57365489006, 2, 47.83280241200009, 772, 131534,                                             131534, 0.0, 5346.173828125
246, -3891.699233174324, 3, 21.75978224299979, 351, 131885,                                             131885, 0.0, 5465.66845703125
247, -4714.941449522972, 4, 50.22689535799873, 810, 132695,                                             132695, 0.0, 5447.95556640625
248, 164.61702984571457, 1, 37.599549680000564, 616, 133311,                                             133311, 0.0, 5117.2802734375
249, -6195.351211071014, 2, 43.81123744700017, 706, 134017,                                             134017, 0.0, 4779.4814453125
250, -3688.880972146988, 3, 15.938255781000407, 252, 134269,                                             134269, 0.0, 5008.61572265625
251, -4303.043944835663, 3, 21.115734735998558, 339, 134608,                                             134608, 0.0, 4410.8095703125
252, -5343.604024171829, 2, 24.973033274000045, 402, 135010,                                             135010, 0.0, 4731.3583984375
253, -4428.721777558327, 2, 27.99008305800089, 461, 135471,                                             135471, 0.0, 4960.70068359375
254, -738.9472989141941, 1, 42.99025282799994, 693, 136164,                                             136164, 0.0, 4466.2890625
255, -4744.788912057877, 2, 29.975288489000377, 494, 136658,                                             136658, 0.0, 4960.12841796875
256, 344.674031496048, 1, 34.5789087510002, 568, 137226,                                             137226, 0.0, 4442.6494140625
257, -2675.824102163315, 2, 3.5128877140014083, 56, 137282,                                             137282, 0.0, 5165.1494140625
258, -6070.186088740826, 2, 39.60981527200056, 663, 137945,                                             137945, 0.0, 4997.63330078125
259, -4361.165735006332, 3, 23.758724819001145, 394, 138339,                                             138339, 0.0, 4510.798828125
260, -5068.246083498001, 2, 19.962689181000314, 335, 138674,                                             138674, 0.0, 4767.40576171875
261, -3193.0115243196487, 2, 8.644829647000734, 131, 138805,                                             138805, 0.0, 5908.13623046875
262, -3070.2606140375137, 4, 50.43166090399973, 848, 139653,                                             139653, 0.0, 4296.265625
263, -2615.3394763469696, 2, 6.125664555000185, 106, 139759,                                             139759, 0.0, 3506.23974609375
264, -4626.999265193939, 4, 49.81424449100086, 810, 140569,                                             140569, 0.0, 4225.46923828125
265, -3935.2514777183533, 3, 25.77356416299881, 418, 140987,                                             140987, 0.0, 3934.4697265625
266, -5274.107544064522, 2, 42.79815930899895, 700, 141687,                                             141687, 0.0, 4058.745361328125
267, -5066.621973991394, 2, 35.594384386000456, 580, 142267,                                             142267, 0.0, 4059.976318359375
268, -3443.8750520944595, 3, 19.9668731189995, 322, 142589,                                             142589, 0.0, 4256.23291015625
269, -3874.234606742859, 3, 23.977268636999725, 380, 142969,                                             142969, 0.0, 4301.13134765625
270, -4051.235826551914, 3, 24.56596664999961, 405, 143374,                                             143374, 0.0, 4336.9384765625
271, -6429.0412620306015, 3, 40.13466968099965, 655, 144029,                                             144029, 0.0, 4053.49072265625
272, -4552.858334600925, 2, 34.40162117899854, 570, 144599,                                             144599, 0.0, 4221.28125
273, -3982.3417308330536, 3, 22.55530418700073, 388, 144987,                                             144987, 0.0, 176741.109375
274, -5245.892793118954, 2, 31.788090014999398, 561, 145548,                                             145548, 0.0, 4242.97216796875
275, -4305.52666836977, 4, 49.63388234999911, 894, 146442,                                             146442, 0.0, 4532.1689453125
276, -3966.6747373342514, 3, 21.353972314000202, 388, 146830,                                             146830, 0.0, 5118.3583984375
277, -3511.9449858665466, 2, 18.154125566999937, 332, 147162,                                             147162, 0.0, 4345.18505859375
278, -4506.488531947136, 2, 26.756210526998984, 461, 147623,                                             147623, 0.0, 4650.52587890625
