episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
65, -2741.498802781105, 2, 13.134368721999635, 200, 43620,                                             43620, 0.0, 4011.6357421875
66, -2909.9547834396362, 3, 11.931976510000368, 178, 43798,                                             43798, 0.0, 4606.46484375
67, -3199.384776830673, 3, 12.95181297199997, 204, 44002,                                             44002, 0.0, 3931.606201171875
68, -2753.6139867305756, 2, 6.329981895000401, 95, 44097,                                             44097, 0.0, 4379.55029296875
69, -3377.7776534557343, 2, 15.735124441000153, 251, 44348,                                             44348, 0.0, 3473.630859375
70, -3149.1427879333496, 2, 10.941991145999964, 185, 44533,                                             44533, 0.0, 3961.250244140625
71, -2595.65921741724, 2, 6.710803670000132, 109, 44642,                                             44642, 0.0, 4375.74951171875
72, -3647.426563858986, 2, 15.957560432000264, 268, 44910,                                             44910, 0.0, 4198.72705078125
73, -4640.753795146942, 2, 23.378923828000097, 363, 45273,                                             45273, 0.0, 3807.973388671875
74, -3283.994991183281, 2, 16.554302946000007, 242, 45515,                                             45515, 0.0, 4432.01025390625
75, -3950.736821293831, 2, 21.751771858999746, 372, 45887,                                             45887, 0.0, 3729.64013671875
76, -2771.6675441265106, 2, 6.329832002999865, 105, 45992,                                             45992, 0.0, 2825.811279296875
77, -2667.930543899536, 2, 10.723712644999978, 173, 46165,                                             46165, 0.0, 3385.443603515625
78, -3919.1815506219864, 2, 23.36557818600022, 381, 46546,                                             46546, 0.0, 3806.444580078125
79, -2668.0172539949417, 2, 8.334006097999918, 136, 46682,                                             46682, 0.0, 3424.411376953125
80, -3626.924829721451, 2, 14.531019501000173, 232, 46914,                                             46914, 0.0, 4118.0283203125
81, -2810.2909803390503, 2, 6.529804939999849, 109, 47023,                                             47023, 0.0, 3236.721923828125
82, -3075.755274295807, 2, 10.720695139999862, 172, 47195,                                             47195, 0.0, 3637.0556640625
83, -3756.231705904007, 2, 23.773757455000123, 383, 47578,                                             47578, 0.0, 3690.947998046875
84, -3980.5633920431137, 2, 24.156683248000263, 393, 47971,                                             47971, 0.0, 3395.831787109375
85, -4983.9489533901215, 2, 24.560775657999784, 391, 48362,                                             48362, 0.0, 3695.747802734375
86, -2737.6361107826233, 2, 9.737914860999808, 148, 48510,                                             48510, 0.0, 4203.45166015625
87, -4515.520259380341, 2, 19.14828109600012, 309, 48819,                                             48819, 0.0, 3899.119384765625
88, -2986.280539751053, 2, 8.540274817999943, 138, 48957,                                             48957, 0.0, 3562.76806640625
89, -3935.370811700821, 2, 22.955683349000083, 367, 49324,                                             49324, 0.0, 3693.529296875
90, -4156.338539421558, 2, 20.168629802000396, 291, 49615,                                             49615, 0.0, 4715.5048828125
91, 654.1244962513447, 1, 33.60571663000019, 474, 50089,                                             50089, 0.0, 4284.82080078125
92, -3386.248177945614, 2, 8.723562739000045, 134, 50223,                                             50223, 0.0, 4908.484375
93, -2824.0219756364822, 2, 8.722545427000114, 138, 50361,                                             50361, 0.0, 5122.2119140625
94, -3208.6912883520126, 2, 11.746468317000108, 188, 50549,                                             50549, 0.0, 4558.75439453125
95, -3083.220487356186, 2, 11.329183625000042, 180, 50729,                                             50729, 0.0, 4098.033203125
96, 1994.9405289292336, 1, 8.178127753999888, 136, 50865,                                             50865, 0.0, 3681.8271484375
97, -4696.256404519081, 2, 33.5478410249998, 543, 51408,                                             51408, 0.0, 4580.1240234375
98, -3387.5942059755325, 2, 18.54615245800005, 300, 51708,                                             51708, 0.0, 3573.98828125
99, -3235.061310648918, 2, 10.743468324999867, 173, 51881,                                             51881, 0.0, 4655.5751953125
100, -4303.500772237778, 3, 23.760500784000214, 399, 52280,                                             52280, 0.0, 3856.863037109375
101, -7565.844285488129, 2, 47.07524765900007, 788, 53068,                                             53068, 0.0, 4666.7451171875
102, -3211.8165543079376, 2, 9.941680516999895, 165, 53233,                                             53233, 0.0, 5023.90625
103, 2358.088306903839, 1, 4.913209110000025, 79, 53312,                                             53312, 0.0, 6568.1357421875
104, -2643.080194234848, 2, 4.7273159720002695, 81, 53393,                                             53393, 0.0, 5399.93603515625
105, -4784.187950491905, 2, 34.58012035599995, 574, 53967,                                             53967, 0.0, 4521.02880859375
106, -3949.225395679474, 2, 22.970528288999958, 388, 54355,                                             54355, 0.0, 4170.75390625
107, -6485.788238406181, 2, 34.38099014300042, 571, 54926,                                             54926, 0.0, 4321.43701171875
108, -3399.1066485643387, 3, 15.950050708999697, 267, 55193,                                             55193, 0.0, 4706.83544921875
109, -4380.425297677517, 2, 28.569473819999985, 475, 55668,                                             55668, 0.0, 4495.0126953125
110, -3053.640149831772, 2, 12.535637627000142, 204, 55872,                                             55872, 0.0, 3586.260986328125
111, -3089.2531218528748, 2, 11.719841924999855, 197, 56069,                                             56069, 0.0, 4138.22216796875
112, -4009.7359993457794, 2, 19.14693716900001, 318, 56387,                                             56387, 0.0, 6666.685546875
113, -4696.415393769741, 2, 26.972915547999946, 446, 56833,                                             56833, 0.0, 5463.4052734375
114, -3771.913587450981, 2, 15.35109391199967, 261, 57094,                                             57094, 0.0, 5689.80615234375
115, -2909.4145863056183, 2, 10.723813923999842, 171, 57265,                                             57265, 0.0, 4972.703125
116, -2856.547856092453, 2, 7.530594288999964, 126, 57391,                                             57391, 0.0, 4593.59033203125
117, -2644.6486891508102, 2, 6.735277947000213, 111, 57502,                                             57502, 0.0, 5974.7021484375
118, -4006.9585003852844, 2, 18.54487205500027, 296, 57798,                                             57798, 0.0, 5117.8388671875
119, -3904.103565275669, 2, 28.989364482999918, 478, 58276,                                             58276, 0.0, 4655.73095703125
120, 2299.863776564598, 1, 5.53347200799999, 87, 58363,                                             58363, 0.0, 5470.5126953125
121, -2729.905284643173, 2, 4.904707106000387, 79, 58442,                                             58442, 0.0, 4192.79833984375
122, -2755.706974864006, 2, 10.926274121999995, 175, 58617,                                             58617, 0.0, 5840.67626953125
123, -3617.9447507858276, 2, 15.138166128999728, 247, 58864,                                             58864, 0.0, 5153.91650390625
124, -5901.443454742432, 2, 23.972239794000416, 404, 59268,                                             59268, 0.0, 5299.7890625
125, -3794.920339345932, 2, 17.74143438400006, 300, 59568,                                             59568, 0.0, 5459.212890625
126, -3640.0236917734146, 2, 11.731081390000327, 198, 59766,                                             59766, 0.0, 5322.20849609375
127, -3679.6629902124405, 2, 18.56228735700006, 311, 60077,                                             60077, 0.0, 5907.93212890625
128, -3709.5522743463516, 3, 21.55520426500061, 366, 60443,                                             60443, 0.0, 5223.97216796875
129, -5318.883350610733, 2, 36.80532113500067, 621, 61064,                                             61064, 0.0, 5345.92822265625
130, -3315.122432231903, 3, 11.938409633000447, 202, 61266,                                             61266, 0.0, 5250.76904296875
131, -3512.0978524684906, 3, 12.543254577999505, 198, 61464,                                             61464, 0.0, 4859.42822265625
132, -4866.37015324831, 3, 23.972623755000313, 408, 61872,                                             61872, 0.0, 5361.0341796875
133, -3135.190260529518, 2, 11.338245287000063, 181, 62053,                                             62053, 0.0, 5786.8076171875
134, -5377.574887871742, 3, 24.16296675400008, 420, 62473,                                             62473, 0.0, 4898.2578125
135, -2800.628611445427, 3, 9.937702653000088, 174, 62647,                                             62647, 0.0, 5603.248046875
136, -3754.380946278572, 3, 20.952273645999412, 366, 63013,                                             63013, 0.0, 5527.70068359375
137, -3974.3867411613464, 4, 50.023978539999916, 870, 63883,                                             63883, 0.0, 5159.1416015625
138, -4459.077302098274, 2, 27.18240627599971, 461, 64344,                                             64344, 0.0, 5213.83203125
139, -6193.2443063259125, 2, 39.00364947199978, 684, 65028,                                             65028, 0.0, 4408.13134765625
140, -5508.392198801041, 2, 34.98441301100047, 601, 65629,                                             65629, 0.0, 4612.9521484375
141, -5640.644522666931, 3, 33.79323475899946, 585, 66214,                                             66214, 0.0, 5084.23681640625
142, -5957.163678884506, 2, 48.017527244999656, 826, 67040,                                             67040, 0.0, 4902.28662109375
143, -4189.779161930084, 2, 23.57239265899989, 405, 67445,                                             67445, 0.0, 5298.5380859375
144, -3290.257486343384, 2, 9.326444445999186, 151, 67596,                                             67596, 0.0, 5681.80419921875
145, -5382.33191382885, 4, 50.4218163860005, 874, 68470,                                             68470, 0.0, 5387.58544921875
146, -3117.3713364601135, 3, 10.92927558700012, 184, 68654,                                             68654, 0.0, 4806.88818359375
147, -2993.7837858200073, 3, 9.53989111700048, 160, 68814,                                             68814, 0.0, 4553.01171875
148, -3921.0849127173424, 3, 12.546478350000143, 213, 69027,                                             69027, 0.0, 5209.03857421875
149, -3269.22568154335, 2, 9.525328716000331, 160, 69187,                                             69187, 0.0, 5930.58203125
150, -3848.4693925380707, 2, 18.347445431999404, 310, 69497,                                             69497, 0.0, 5114.3291015625
151, -3615.3916798830032, 2, 20.14597865199994, 329, 69826,                                             69826, 0.0, 4878.05029296875
152, -4053.5877047777176, 3, 23.353787735999504, 392, 70218,                                             70218, 0.0, 11621.08203125
153, -3470.129842400551, 2, 14.354214486999808, 246, 70464,                                             70464, 0.0, 5074.7294921875
154, -3216.6302978396416, 2, 15.93893310600015, 259, 70723,                                             70723, 0.0, 5783.380859375
155, -3964.170204758644, 3, 22.167466234999665, 372, 71095,                                             71095, 0.0, 5263.3974609375
156, 527.1278344988823, 1, 17.75674662000074, 309, 71404,                                             71404, 0.0, 5078.2421875
157, -642.7882823944092, 5, 1.904090033999637, 30, 71434,                                             71434, 0.0, 7596.95947265625
158, -3730.8518081903458, 2, 17.1905941670002, 292, 71726,                                             71726, 0.0, 5047.23681640625
159, -4313.219693303108, 4, 49.986432084000626, 846, 72572,                                             72572, 0.0, 5371.24462890625
160, -5002.628482103348, 2, 31.991626592999637, 547, 73119,                                             73119, 0.0, 13438.6533203125
161, -4730.625738859177, 2, 30.967087695999908, 526, 73645,                                             73645, 0.0, 5221.39013671875
162, -3797.726707458496, 2, 17.15771579400007, 285, 73930,                                             73930, 0.0, 5099.80029296875
163, -4081.9285994768143, 2, 16.93847398699927, 282, 74212,                                             74212, 0.0, 4926.6923828125
164, -4002.9440549612045, 3, 24.16829275100008, 431, 74643,                                             74643, 0.0, 5578.462890625
165, -4681.365560412407, 3, 28.813270974999796, 498, 75141,                                             75141, 0.0, 5810.9453125
166, -3905.8871014118195, 3, 24.343185488000017, 409, 75550,                                             75550, 0.0, 5592.8330078125
167, -3325.834752202034, 2, 18.961425243999656, 315, 75865,                                             75865, 0.0, 6061.833984375
168, -2957.8402667045593, 2, 12.346066535000318, 196, 76061,                                             76061, 0.0, 5478.310546875
169, -3346.453277826309, 3, 14.753634335000243, 244, 76305,                                             76305, 0.0, 5429.97119140625
170, -7641.891856908798, 2, 43.40911266199964, 743, 77048,                                             77048, 0.0, 5628.72998046875
171, 722.4913852214813, 1, 26.99014864699984, 451, 77499,                                             77499, 0.0, 5144.7470703125
172, -2469.93399143219, 3, 2.90770214999975, 46, 77545,                                             77545, 0.0, 4100.15673828125
173, -5629.800999283791, 2, 43.232241055000486, 725, 78270,                                             78270, 0.0, 5499.2294921875
174, 2251.2731807231903, 1, 5.728420114000073, 90, 78360,                                             78360, 0.0, 5304.580078125
175, -3186.4496561288834, 2, 11.331686601999536, 182, 78542,                                             78542, 0.0, 4987.5537109375
176, 1576.3439411520958, 1, 15.552592561999518, 259, 78801,                                             78801, 0.0, 4632.16357421875
177, -2628.949969768524, 3, 2.5239701580003384, 41, 78842,                                             78842, 0.0, 4052.02978515625
178, -3181.433236837387, 2, 8.721306321999691, 140, 78982,                                             78982, 0.0, 5816.49072265625
179, -4504.919257879257, 3, 28.168267891999676, 461, 79443,                                             79443, 0.0, 5111.35498046875
180, -3416.048381447792, 2, 17.959736396999688, 294, 79737,                                             79737, 0.0, 5833.70556640625
181, -4077.2393757104874, 2, 20.904063358999338, 344, 80081,                                             80081, 0.0, 5229.5263671875
182, -3317.0620391964912, 3, 17.158425099999477, 286, 80367,                                             80367, 0.0, 5285.083984375
183, -2909.747961997986, 2, 12.726538199999595, 202, 80569,                                             80569, 0.0, 5353.533203125
184, -3090.817724108696, 3, 16.553713284999503, 274, 80843,                                             80843, 0.0, 5687.95751953125
185, -3399.399323105812, 3, 17.148065499999575, 284, 81127,                                             81127, 0.0, 4790.6650390625
186, -3167.297066450119, 2, 14.937463857000694, 245, 81372,                                             81372, 0.0, 5220.0537109375
187, -3401.0544270277023, 3, 16.953886467999837, 279, 81651,                                             81651, 0.0, 5695.845703125
188, -2784.896881699562, 2, 9.925138602000516, 165, 81816,                                             81816, 0.0, 4917.43359375
189, -5659.582672715187, 2, 34.593319284000245, 588, 82404,                                             82404, 0.0, 5187.85009765625
190, -3554.252195119858, 2, 15.756051145000129, 267, 82671,                                             82671, 0.0, 5069.29345703125
191, -6160.677925109863, 2, 39.59665303800011, 665, 83336,                                             83336, 0.0, 4930.9072265625
192, -3131.6944885253906, 3, 14.141535056000066, 233, 83569,                                             83569, 0.0, 5055.93017578125
193, -3282.2745213508606, 3, 11.749732213999778, 191, 83760,                                             83760, 0.0, 5692.72705078125
194, 908.4019145965576, 1, 25.158422642000005, 427, 84187,                                             84187, 0.0, 5502.25830078125
195, -4510.493857204914, 2, 29.79199200400035, 518, 84705,                                             84705, 0.0, 6066.68408203125
196, -3354.643210411072, 3, 14.95112466899991, 255, 84960,                                             84960, 0.0, 5049.345703125
197, -4276.341165781021, 3, 28.367680576000566, 490, 85450,                                             85450, 0.0, 5125.2744140625
198, -6687.602066993713, 2, 36.40302989999964, 633, 86083,                                             86083, 0.0, 4782.2783203125
199, -3740.9500546455383, 3, 21.152100057999633, 367, 86450,                                             86450, 0.0, 5841.34521484375
200, -5186.822430968285, 2, 33.800561860000016, 590, 87040,                                             87040, 0.0, 5714.2431640625
201, -3047.390347480774, 2, 11.421326649000548, 191, 87231,                                             87231, 0.0, 5210.224609375
202, 1222.7449627816677, 1, 14.752544165000472, 253, 87484,                                             87484, 0.0, 6004.18798828125
203, -2542.2434260845184, 3, 3.7239038880006774, 57, 87541,                                             87541, 0.0, 4924.23388671875
204, -6194.659529149532, 2, 37.41332524800055, 652, 88193,                                             88193, 0.0, 5313.60595703125
205, -4002.4711079001427, 3, 22.962768141000197, 405, 88598,                                             88598, 0.0, 5441.15673828125
206, -4118.818977832794, 2, 24.375810970000202, 433, 89031,                                             89031, 0.0, 5372.9873046875
207, -3111.0245257616043, 3, 12.746646163999685, 220, 89251,                                             89251, 0.0, 4714.05224609375
208, -4842.979601919651, 4, 49.67688324400024, 893, 90144,                                             90144, 0.0, 5391.7548828125
209, -4414.902015566826, 2, 24.52876835799998, 418, 90562,                                             90562, 0.0, 5005.330078125
210, -189.21337389945984, 1, 39.81964966600026, 701, 91263,                                             91263, 0.0, 5956.11572265625
211, -4524.406187176704, 4, 50.61613589100034, 871, 92134,                                             92134, 0.0, 5305.5810546875
212, -4095.073414325714, 4, 50.84775694899963, 875, 93009,                                             93009, 0.0, 5602.77783203125
213, -4003.28932762146, 2, 12.947360457000286, 227, 93236,                                             93236, 0.0, 7000.07470703125
214, -6515.572421431541, 2, 24.97868365999966, 431, 93667,                                             93667, 0.0, 6280.93017578125
215, -4922.567698597908, 2, 29.1861348299999, 492, 94159,                                             94159, 0.0, 4470.95361328125
216, -3997.5065644979477, 2, 20.971528072000183, 360, 94519,                                             94519, 0.0, 5434.041015625
217, -4009.2369631528854, 3, 22.968114205000347, 398, 94917,                                             94917, 0.0, 5083.26513671875
218, -3761.956701695919, 4, 49.82532340899979, 863, 95780,                                             95780, 0.0, 4689.9609375
219, -3430.5835988521576, 3, 16.758246017999227, 278, 96058,                                             96058, 0.0, 4112.640625
220, -3669.124314069748, 2, 12.530837155999507, 211, 96269,                                             96269, 0.0, 3832.100830078125
221, -3797.5301105976105, 2, 17.912555940999482, 312, 96581,                                             96581, 0.0, 4240.9306640625
222, -6015.772790670395, 2, 44.011472775000584, 750, 97331,                                             97331, 0.0, 4458.74169921875
223, -3005.176077723503, 2, 14.552740254000128, 252, 97583,                                             97583, 0.0, 4006.035400390625
224, -3613.0461045503616, 3, 18.76081967600021, 322, 97905,                                             97905, 0.0, 4084.093994140625
225, 1847.1875874996185, 1, 14.737587585000256, 244, 98149,                                             98149, 0.0, 3721.529541015625
226, -3653.722154289484, 2, 29.172439112000575, 500, 98649,                                             98649, 0.0, 4245.5078125
227, -6364.646860301495, 2, 49.62847350799984, 862, 99511,                                             99511, 0.0, 4771.3525390625
228, -4868.769502341747, 2, 21.374983694000548, 372, 99883,                                             99883, 0.0, 5667.11279296875
229, -4113.704026341438, 3, 16.74557638999977, 293, 100176,                                             100176, 0.0, 5569.185546875
230, -6237.393004953861, 2, 39.408701872000165, 692, 100868,                                             100868, 0.0, 5287.02099609375
231, -3500.4110129475594, 3, 20.139014754000527, 351, 101219,                                             101219, 0.0, 5318.72412109375
232, -2920.6606642603874, 2, 10.533584064000024, 180, 101399,                                             101399, 0.0, 5439.8095703125
233, -4785.342230677605, 2, 34.60618753700055, 596, 101995,                                             101995, 0.0, 4944.48779296875
234, -4336.892687320709, 4, 49.839538662999985, 872, 102867,                                             102867, 0.0, 5761.96435546875
235, -6190.897217273712, 2, 45.6272669989994, 805, 103672,                                             103672, 0.0, 5286.59130859375
236, -3448.344223856926, 3, 18.576650791000247, 325, 103997,                                             103997, 0.0, 5092.44091796875
237, -3777.675023674965, 4, 49.810068910000155, 864, 104861,                                             104861, 0.0, 5412.01025390625
238, -4009.9960735440254, 4, 49.84206528300001, 911, 105772,                                             105772, 0.0, 333664.6875
239, -4260.768137931824, 3, 24.16241192400048, 435, 106207,                                             106207, 0.0, 4805.0322265625
240, -5750.680135309696, 2, 30.39912087799985, 576, 106783,                                             106783, 0.0, 6126.02587890625
241, -4468.990577399731, 2, 17.939462944000297, 326, 107109,                                             107109, 0.0, 5099.89697265625
242, -4276.240069508553, 4, 50.02455052799996, 914, 108023,                                             108023, 0.0, 4820.740234375
243, -4397.725556015968, 3, 23.781215780999446, 433, 108456,                                             108456, 0.0, 4166.09228515625
244, -4500.757146835327, 4, 50.82798914199975, 924, 109380,                                             109380, 0.0, 4556.76904296875
245, -4704.208033323288, 2, 22.57438056800038, 401, 109781,                                             109781, 0.0, 4693.9951171875
246, -4550.108357429504, 3, 23.957614617000218, 421, 110202,                                             110202, 0.0, 4758.595703125
247, -3976.000291109085, 3, 18.146844048000276, 321, 110523,                                             110523, 0.0, 3803.51904296875
248, -4661.500142991543, 4, 49.84663932500007, 884, 111407,                                             111407, 0.0, 4353.72705078125
249, -3625.4454864263535, 2, 16.344569664999653, 286, 111693,                                             111693, 0.0, 4922.16845703125
250, -3947.5168850421906, 4, 49.84152846100005, 869, 112562,                                             112562, 0.0, 5032.75537109375
251, -5610.891599059105, 3, 31.33424850999927, 550, 113112,                                             113112, 0.0, 4787.5859375
252, -4438.72914147377, 3, 24.37424051400012, 430, 113542,                                             113542, 0.0, 17714.53515625
253, -4240.202631592751, 4, 49.8213881720003, 871, 114413,                                             114413, 0.0, 40541.91015625
254, -3869.265097975731, 2, 21.969298173000425, 392, 114805,                                             114805, 0.0, 4205.74951171875
255, -3322.892222046852, 2, 13.732228259000294, 237, 115042,                                             115042, 0.0, 4785.50927734375
256, -6985.915859937668, 2, 35.60604753200005, 620, 115662,                                             115662, 0.0, 4536.630859375
257, -4303.859044134617, 3, 27.168142431999513, 462, 116124,                                             116124, 0.0, 4275.77294921875
258, -4533.302487313747, 4, 49.84865567899942, 853, 116977,                                             116977, 0.0, 4947.26123046875
259, -3582.3090755939484, 3, 17.14826983399962, 293, 117270,                                             117270, 0.0, 4032.1455078125
260, -4366.619407176971, 3, 23.168774280000434, 400, 117670,                                             117670, 0.0, 4461.19384765625
261, -4557.913913786411, 3, 22.53534714199941, 371, 118041,                                             118041, 0.0, 4157.55126953125
262, -4921.996398746967, 2, 37.81396517700068, 635, 118676,                                             118676, 0.0, 4209.96240234375
263, -6071.548494935036, 3, 32.79962727400016, 572, 119248,                                             119248, 0.0, 3787.513916015625
264, -5285.291246414185, 2, 25.3727486329999, 435, 119683,                                             119683, 0.0, 4280.57861328125
265, -6365.679955601692, 2, 40.02415767399998, 681, 120364,                                             120364, 0.0, 4193.49755859375
266, -3732.813468873501, 4, 50.03261561100044, 827, 121191,                                             121191, 0.0, 4352.5341796875
267, -4277.761199712753, 3, 22.977975684999365, 392, 121583,                                             121583, 0.0, 4297.1875
268, -4345.770915031433, 3, 22.96878283099977, 371, 121954,                                             121954, 0.0, 4260.7919921875
269, -4089.698115706444, 4, 49.82632112099873, 821, 122775,                                             122775, 0.0, 6280.06689453125
270, -3622.5526393651962, 3, 19.766289614000925, 326, 123101,                                             123101, 0.0, 5562.98291015625
271, -4953.827526986599, 3, 28.165875317999962, 464, 123565,                                             123565, 0.0, 5102.56787109375
272, -3826.1849793195724, 4, 50.822277020999536, 809, 124374,                                             124374, 0.0, 5016.40966796875
273, -4170.518541693687, 2, 20.175164913000117, 330, 124704,                                             124704, 0.0, 5285.42822265625
274, -5013.9622557759285, 3, 28.369676708000043, 458, 125162,                                             125162, 0.0, 5840.39404296875
275, -3849.072531104088, 3, 21.39280948099986, 355, 125517,                                             125517, 0.0, 4677.23046875
276, 1856.598538517952, 1, 10.313371358999575, 167, 125684,                                             125684, 0.0, 4469.0830078125
277, -2910.2413589954376, 2, 4.927989501999036, 81, 125765,                                             125765, 0.0, 4129.4765625
